1.68988211,0.140299458,-0.635787795,0.068794184,-0.337185929
1.68988211,-0.322442488,0.852453133,0.84384813,-0.553612813
1.681743419,-0.487707469,-0.210576101,0.158568772,-1.094680026
1.534185416,-0.785184434,0.002029746,0.273090747,-1.148786747
0.890167271,-0.426559426,-0.635787795,-0.685169859,1.231908986
-0.232618208,-0.690983395,-0.635787795,-0.603897732,-0.39129265
-0.496948732,1.996225191,-0.706656411,-0.661752466,-1.31110691
-0.868497662,-0.267905045,-0.281444717,-0.262421797,3.396177835
-1.074795782,0.024613971,-0.423181948,-0.520915612,0.149774562
1.90714977,-0.884343423,2.978511603,2.130284732,0.366201447
0.477571032,-0.56538201,0.852453133,-0.06781519,-0.661826256
0.469078485,-0.938880866,0.072898361,0.104276521,-0.012545601
0.469078485,-0.185272554,-0.139707486,-0.220194491,-0.932359862
0.452801103,1.516956747,0.072898361,-0.300659122,3.287964393
0.368937202,0.746821937,-0.635787795,-0.626270129,-0.283079207
0.312320222,-0.895911971,0.498110055,0.954427623,-0.499506092
-0.026320088,-0.681067496,0.072898361,0.324628011,0.366201447
-0.051090017,2.723391106,-0.635787795,-0.748724567,0.799055217
-0.092137327,2.878740188,-0.706656411,-0.733952135,-0.661826256
-0.150169731,-0.520760465,1.277664827,1.391710618,1.123695544
-0.438916328,-0.195188453,-0.56491918,-0.44282597,-0.770039698
0.866812767,1.169900288,-0.352313333,-0.191124624,-1.31110691
-0.728016781,-0.509191916,-0.423181948,-0.243564384,-0.120759044
-0.818957804,1.731801222,-0.706656411,-0.729202157,0.04156112
1.764191896,-0.190230504,-0.706656411,-0.684409862,-0.174865765
0.182455025,2.531683729,-0.56491918,-0.505288184,-0.986466583
0.148484837,0.135341508,-0.706656411,-0.745352083,1.015482102
0.141407714,-0.73560494,0.852453133,0.747756071,-0.932359862
0.132915167,-0.069587068,-0.635787795,-0.544903002,-1.635747238
0.132915167,-0.933922917,-0.635787795,-0.634250092,-2.339134613
0.132915167,-0.813279481,-0.494050564,-0.490990749,-0.174865765
0.124776477,-0.641403901,-0.352313333,-0.453038423,-0.553612813
0.117699354,0.173352454,-0.56491918,-0.561527926,-0.932359862
0.117699354,-0.300958041,-0.635787795,-0.572595375,-0.661826256
0.109560663,-0.900869921,2.411562678,2.356241195,-0.39129265
0.109560663,-0.912438469,-0.423181948,-0.545567999,0.420308168
0.101068116,-0.388548481,-0.210576101,-0.1090925,-0.066652323
0.101068116,-0.884343423,0.710715902,1.00743738,-0.120759044
0.08337531,-0.124124511,-0.281444717,0.355787868,-0.878253141
0.076298188,-0.829805979,0.568978671,0.232383434,0.203881283
0.076298188,1.226090381,-0.706656411,-0.665647448,0.420308168
0.076298188,-0.664540998,-0.706656411,-0.760457014,-0.120759044
1.417412895,-0.933922917,5.033701458,3.721289936,0.582628332
0.068159497,-0.674456897,-0.635787795,-0.626270129,0.366201447
0.060020806,-0.900869921,0.639847286,0.688286343,-0.553612813
0.060020806,0.189878952,-0.706656411,-0.668164937,-0.066652323
0.060020806,-0.636445952,-0.706656411,-0.674577407,0.04156112
0.051528259,-0.162135457,-0.210576101,-0.297714135,-0.228972486
0.051528259,-0.82319538,0.143766977,0.50365469,-0.878253141
0.051528259,0.437776423,-0.352313333,-0.44073598,-0.228972486
0.02675833,0.371670431,-0.635787795,-0.705357266,0.203881283
0.010480949,-0.56538201,-0.706656411,-0.688684843,-1.040573304
0.010480949,-0.90582787,5.033701458,5.571691452,0.420308168
0.010480949,-0.520760465,0.143766977,0.03687433,0.366201447
-0.006150289,-0.879385473,-0.423181948,-0.542148015,1.340122429
-0.023843095,-0.211714951,0.498110055,0.226968459,1.82708292
-0.023843095,-0.740562889,-0.352313333,-0.463488375,0.203881283
-0.039058909,0.161783905,0.002029746,0.179848675,0.47441489
-0.097091313,1.335165268,-0.635787795,-0.673294913,0.257988005
-0.113368694,-0.938880866,1.206796212,0.978842511,-0.228972486
-0.113368694,-0.813279481,2.340694062,2.983095821,-0.228972486
-0.129999932,0.161783905,-0.635787795,-0.605750223,0.853161938
-0.138138623,0.487355917,-0.635787795,-0.740269606,1.340122429
-0.154769861,0.041140469,-0.423181948,-0.426391045,-1.527533795
-0.162908552,-0.459612422,-0.494050564,-0.54974798,-0.283079207
-0.171401099,-0.008439025,-0.423181948,-0.311536572,-0.120759044
-0.171401099,-0.284431543,-0.494050564,-0.51483564,-0.445399371
-0.171401099,0.872423322,-0.706656411,-0.557442945,-0.932359862
-0.17953979,-0.813279481,1.06505898,0.385190233,0.420308168
-0.186616912,-0.933922917,5.104570073,2.966185899,0.690841774
-0.194755603,-0.895911971,-0.635787795,-0.667832438,-0.553612813
-0.194755603,1.864013207,-0.706656411,-0.635912585,0.149774562
-0.204309718,0.541893361,-0.494050564,-0.436081001,-1.148786747
-0.204309718,-0.900869921,-0.56491918,-0.641185061,1.015482102
-0.240756899,-0.867816925,0.072898361,0.165503741,-1.148786747
-0.260926698,-0.928964967,-0.281444717,-0.515880635,-0.445399371
-0.081521643,-0.244767947,0.143766977,4.12613058,-1.852174123
-0.283219634,-0.570339959,1.06505898,1.504855099,0.149774562
-0.283219634,-0.856248376,-0.423181948,-0.201052079,-1.257000189
-0.283219634,-0.162135457,-0.635787795,-0.622565146,-2.393241335
-0.282158065,-0.591824407,0.498110055,0.633851593,-0.283079207
-0.283219634,2.040846736,-0.706656411,-0.540533022,-0.120759044
-0.286758195,0.102288512,0.214635592,0.48180479,-0.174865765
-0.303389433,-0.912438469,1.702876521,1.303361023,0.04156112
-0.286758195,-0.185272554,-0.635787795,-0.656954988,-0.39129265
-0.286758195,0.421249925,-0.210576101,-0.225134468,0.203881283
-0.306927994,0.961666412,-0.635787795,-0.768626976,1.123695544
-0.305866426,-0.525718415,-0.56491918,-0.60209274,-0.553612813
-0.315066685,-0.82319538,0.072898361,-0.202002074,-0.066652323
-0.315066685,0.614609952,-0.56491918,-0.674862406,1.015482102
-0.315066685,-0.856248376,-0.706656411,-0.771761962,0.257988005
-0.307989562,0.388196929,-0.635787795,-0.436983497,-0.120759044
-0.315066685,-0.867816925,-0.352313333,-0.381408752,-0.066652323
-0.305866426,-0.492665418,-0.423181948,-0.427436041,0.04156112
-0.315066685,0.525366863,-0.56491918,-0.48652577,-2.014494286
-0.307989562,-0.801710932,-0.352313333,-0.501345702,-0.337185929
-0.307989562,-0.405074979,-0.706656411,-0.730484651,0.366201447
-0.307989562,-0.65297245,0.072898361,0.137383869,-0.120759044
-0.305866426,-0.82319538,3.68719776,4.555101113,-0.174865765
-0.305866426,-0.917396419,-0.06883887,-0.079262637,-1.094680026
-0.305866426,1.622726335,-0.635787795,-0.644177547,-0.228972486
-0.305866426,1.925161249,-0.635787795,-0.614062685,-0.770039698
-0.307989562,0.796401431,-0.706656411,-0.635912585,0.420308168
-0.307989562,0.112204411,-0.706656411,-0.740269606,-0.878253141
-0.307989562,-0.091071515,-0.494050564,-0.579957841,-1.257000189
-0.315066685,0.72368484,-0.56491918,-0.591880287,-0.661826256
-0.307989562,-0.515802516,-0.706656411,-0.630545109,0.095667841
-0.305866426,2.078857682,-0.706656411,-0.715712219,-0.932359862
-0.315066685,-0.813279481,-0.06883887,-0.206467054,-0.770039698
-0.32002067,-0.938880866,-0.139707486,-0.456220909,-0.012545601
-0.315066685,0.28903794,-0.281444717,-0.214257018,0.366201447
-0.344790599,-0.586866457,-0.423181948,-0.262184298,0.420308168
-0.315066685,-0.657930399,-0.56491918,-0.523243101,0.690841774
0.584789437,-0.801710932,4.679358379,2.107532336,0.528521611
-0.344790599,-0.851290427,-0.635787795,-0.690632334,-0.878253141
-0.383714773,-0.938880866,-0.494050564,-0.353003882,-1.473427074
-0.315066685,0.647662949,-0.706656411,-0.662844961,0.799055217
-0.315066685,-0.928964967,-0.423181948,-0.296194142,2.476363574
-0.32002067,2.43252474,-0.635787795,-0.677047396,0.799055217
-0.32002067,-0.586866457,-0.210576101,-0.180674672,-1.094680026
-0.32002067,-0.938880866,-0.635787795,-0.738227116,1.556549314
-0.344790599,-0.90582787,0.072898361,0.007756964,2.692790459
-0.344790599,0.041140469,-0.635787795,-0.644842544,0.744948496
